periodo_mes	selic_acumulada_mes	meta_acumulada_mes	mes	ano	ipca_no_ano	ipca_var_mensal	decada	periodo_timeformat
2024-03	0.8721781389078975	0.8797491705565541	MAR	2024	1.42	0.16	2020	2024-03-01
2024-04	0.8874229365012143	0.8953795580621593	ABR	2024	1.8	0.38	2020	2024-04-01
2024-05	0.8729350526520685	0.8809036281034688	MAI	2024	2.27	0.46	2020	2024-05-01
2024-06	0.7883287579383946	0.795571276413165	JUN	2024	2.48	0.21	2020	2024-06-01
2024-07	0.907112889915096	0.9154516471253871	JUL	2024	2.87	0.38	2020	2024-07-01
2024-08	0.8675026326099511	0.8754756898431859	AGO	2024	2.85	-0.02	2020	2024-08-01
2024-09	0.8351483724293951	0.8427500173395108	SET	2024	3.31	0.44	2020	2024-09-01
2024-10	0.927946933866286	0.9362685762101419	OUT	2024	3.88	0.56	2020	2024-10-01
2024-11	0.8775924469580643	0.8851590067130655	NOV	2024	4.29	0.39	2020	2024-11-01
2024-12	0.9773734487958485	0.985256388551714	DEZ	2024	4.83	0.52	2020	2024-12-01
2025-01	1.0591799134804125	1.0673946596440942	JAN	2025	0.16	0.16	2020	2025-01-01
2025-02	0.9853321565689299	0.9924125367691827	FEV	2025	1.47	1.31	2020	2025-02-01
