;periodo_mes;selic_acumulada_mes;meta_acumulada_mes;ano;mes;mes_num;ipca_numero_indice;ipca_var_mensal;ipca_acumulado_ano;decada;periodo_timeformat
320;2023-03;1.1681248585023285;1.1761562006895598;2023;MAR;3;6609.67;0.71;4.65;2020;2023-03-01
321;2023-04;0.9141846718713875;0.9204700701048729;2023;ABR;4;6649.99;0.61;4.18;2020;2023-04-01
322;2023-05;1.1173368211761403;1.1250189745726225;2023;MAI;5;6665.28;0.23;3.94;2020;2023-05-01
323;2023-06;1.066548783849952;1.073881748455685;2023;JUN;6;6659.95;-0.08;3.16;2020;2023-06-01
324;2023-07;1.066548783849952;1.073881748455685;2023;JUL;7;6667.94;0.12;3.99;2020;2023-07-01
325;2023-08;1.1313633671555134;1.1394269699547266;2023;AGO;8;6683.28;0.23;4.61;2020;2023-08-01
326;2023-09;0.9684419190707727;0.9754672680427179;2023;SET;9;6700.66;0.26;5.19;2020;2023-09-01
327;2023-10;0.992863642563635;1.0002614140751431;2023;OUT;10;6716.74;0.24;4.82;2020;2023-10-01
328;2023-11;0.9120292920232753;0.9191044972722828;2023;NOV;11;6735.55;0.28;4.68;2020;2023-11-01
329;2023-12;0.8907501199774348;0.8978442422091115;2023;DEZ;12;6773.27;0.56;4.62;2020;2023-12-01
330;2024-01;0.9622633306349382;0.9700824831260668;2024;JAN;1;6801.72;0.42;4.51;2020;2024-01-01
331;2024-02;0.7971904608694347;0.8039736083161664;2024;FEV;2;6858.17;0.83;4.5;2020;2024-02-01
332;2024-03;0.8284087458212852;0.8355585375575458;2024;MAR;3;6869.14;0.16;3.93;2020;2024-03-01
333;2024-04;0.8836859105746608;0.8915754152427624;2024;ABR;4;6895.24;0.38;3.69;2020;2024-04-01
334;2024-05;0.829151187843391;0.8366950144430341;2024;MAI;5;6926.96;0.46;3.93;2020;2024-05-01
335;2024-06;0.7853918511182556;0.7925802978143714;2024;JUN;6;6941.51;0.21;4.23;2020;2024-06-01
336;2024-07;0.9032006287859939;0.9114673424865272;2024;JUL;7;6967.89;0.38;4.5;2020;2024-07-01
337;2024-08;0.8639310362300812;0.8718383275958086;2024;AGO;8;6966.5;-0.02;4.24;2020;2024-08-01
338;2024-09;0.5105047032268661;0.5557033488176488;2024;SET;9;6997.15;0.44;4.42;2020;2024-09-01
